school_name,url_address,address,postal_code,telephone_no,telephone_no_2,fax_no,fax_no_2,email_address,mrt_desc,bus_desc,principal_name,first_vp_name,second_vp_name,third_vp_name,fourth_vp_name,fifth_vp_name,sixth_vp_name,dgp_code,zone_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mothertongue1_code,mothertongue2_code,mothertongue3_code,latitude,longitude
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),http://www.plmgss.moe.edu.sg,296 LORONG AH SOO PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY) SINGAPORE 536742,536742,62816606,na,63820558,na,PLMGSS@MOE.EDU.SG,"KOVAN MRT, SERANGOON MRT","45, 53, 53M, 62, 113",MISS NG AMY,MADAM TAN MAY LIN SELINA,MS TOH SUSAN,MR NING TAU YEE,na,na,na,HOUGANG,EAST,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,Yes,No,No,CHINESE,MALAY,TAMIL,1.35096755912522,103.885120050588
PEI CHUN PUBLIC SCHOOL,http://www.peichunpublic.moe.edu.sg,16 LORONG 7 TOA PAYOH ACE @ WORK SCHOOLCARE PTE LTD (PEI CHUN PUBLIC SCHOOL) SINGAPORE 319320,319320,63539450,na,63538418,na,PCPS@MOE.EDU.SG,Toa Payoh MRT Station and Braddell MRT Station,"Bus Service 232, 57",MISS ONG LEE CHOO,MR LIM JIT HIN,MISS YANG JINGYU,MR REEVE SIM (SHEN GUANZE),na,na,na,TOA PAYOH,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,CHINESE,na,na,1.33677864390672,103.855341310212
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,http://www.peihwapresbyterianpri.moe.edu.sg/,7 PEI WAH AVENUE ACE @ WORK ENRICHMENT PTE LTD (PEI HWA PRESBYTERIAN PRIMARY) SINGAPORE 597610,597610,64663787,64663797,64621944,na,PHPPS@MOE.EDU.SG,Beauty World,"970, 852, 174, 173, 157, 77, 61",MRS ALLISON LIM,MR LEONG WEI MING CALEB,MADAM YONG MING WOEI CHLOE,na,na,na,na,BUKIT TIMAH,WEST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,CHINESE,na,na,1.33807302121151,103.776250903095
PEI HWA SECONDARY SCHOOL,http://www.peihwasec.moe.edu.sg,21 FERNVALE LINK PEI HWA SECONDARY SCHOOL SINGAPORE 797702,797702,65009580,na,63438326,na,peihwasec@moe.edu.sg,"SENGKANG MRT, LAYAR LRT","50, 70, 86, 103, 163, 854",MR MOHD AZHAR B TERIMO,MRS MICHELLE RAJARATHNAM,MR OW WENG KEONG,na,na,na,na,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.39037504993234,103.878461745339
PEI TONG PRIMARY SCHOOL,http://www.peitongpri.moe.edu.sg/,15 CLEMENTI AVENUE 5 LEARNING LEAP PTE LTD (PEI TONG PRIMARY SCHOOL) SINGAPORE 129857,129857,67775458,na,67789784,na,PTPS@MOE.EDU.SG,Clementi,"7, 184, 282",MRS ONG-CHEW LU SEE,MR JASON WONG QI HUA,MR MOHAMED YAZEED BIN MOHAMED SAID,MR KOH SEE CHOON,na,na,na,CLEMENTI,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.31666529308968,103.767438999533
PEICAI SECONDARY SCHOOL,http://www.peicaisec.moe.edu.sg,10 SERANGOON AVENUE 4 PEICAI SECONDARY SCHOOL SINGAPORE 556094,556094,62021260,na,na,na,PEICAI_SS@MOE.EDU.SG,SERANGOON MRT,"22, 24, 43, 53, 70, 76, 103, 109, 116, 147, 156, 315, 317, 853",MR MICHAEL MUHUNTHAN S/O SUBRAMANIAM,MADAM JESMINE CHUNG KAH MIN,MR SHUE PEI YAN,na,na,na,na,SERANGOON,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.35951583222214,103.870010749055
PEIRCE SECONDARY SCHOOL,http://www.peircesec.moe.edu.sg,10 SIN MING WALK PEIRCE SECONDARY SCHOOL SINGAPORE 575566,575566,64576454,na,64576448,na,PEIRCE_SS@MOE.EDU.SG,"ANG MO KIO MRT, BISHAN MRT, MARYMOUNT MRT, BRIGHT HILL MRT","52, 132, 162, 163, 165, 166, 167, 410, 855, 980",MR KEH CHIN CHUAN BENEDICT,MR JIN SEBASTIAN,MS NG BOON MIN,MADAM PEH TZU FENG,na,na,na,BISHAN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.36665944653812,103.83021606804
PEIYING PRIMARY SCHOOL,http://www.peiyingpri.moe.edu.sg,651 YISHUN RING ROAD PEIYING PRIMARY SCHOOL SINGAPORE 768687,768687,62575684,na,67558802,na,PYPS@MOE.EDU.SG,Khatib,"851, 852, 853, 854, 855",MADAM WONG WEI YONG,MR ABDUL RANI BIN IDRIS,MISS NG PEI SUN,na,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.41723339695904,103.830417090698
PIONEER PRIMARY SCHOOL,http://www.pioneerpri.moe.edu.sg,80 TENGAH GARDEN AVENUE PIONEER PRIMARY SCHOOL (U/C) SINGAPORE 699915,699915,67932039,na,67932040,na,PIONEER_PS@MOE.EDU.SG,Boon Lay Station,"219, 241",MADAM LOKE WAI LING,MR TAN HOCK CHYE CHARLES,MADAM WONG WEI YI,na,na,na,na,TENGAH,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.35442592930738,103.732790920197
POI CHING SCHOOL,http://www.poiching.moe.edu.sg,21 TAMPINES STREET 71 NASCANS @ POI CHING SINGAPORE 529067,529067,67856420,na,67857198,na,POICHING_SCH@MOE.EDU.SG,Tampines MRT,"Bus 293, 72, 27 and 168",MADAM LIM TZYY SHIUAN,MISS CHAN JING JING,MRS TAN MEI LING IRENE MRS IRENE GOH HOCK NGUAN,na,na,na,na,TAMPINES,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,CHINESE,na,na,1.35765121877679,103.935246486174
PRESBYTERIAN HIGH SCHOOL,http://www.presbyterian.moe.edu.sg,5209 ANG MO KIO AVENUE 6 ANG MO KIO PRESBYTERIAN CHURCH SINGAPORE 569845,569845,64543722,na,64543430,na,PRESBYTERIAN@MOE.EDU.SG,YIO CHU KANG MRT,"45, 70, 70M, 71, 76, 86, 668, 825, 851, 851e, 852, 853, 853M",MADAM ONG HUI MIIN ANGELINE,MR CHENG CHI EN,MR TAY SOON INN TIMOTHY,na,na,na,na,ANG MO KIO,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.38175437421949,103.842382968794
PRINCESS ELIZABETH PRIMARY SCHOOL,http://www.princesselizabethpri.moe.edu.sg,30 BUKIT BATOK WEST AVENUE 3 BIG HEART STUDENT CARE (PRINCESS ELIZABETH PRIMARY SCHOOL) SINGAPORE 659163,659163,65655111,na,65637859,na,PEPS@MOE.EDU.SG,Bukit Batok MRT Station,"Bus 174, 157, 178, 66, 941",MR BUCKTHA SEELAN,MADAM CHU SING EE,MISS NGIAM WEE HENG,MISS TOH CUI LIN,na,na,na,BUKIT BATOK,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.34919098857585,103.740719208011
PUNGGOL COVE PRIMARY SCHOOL,https://punggolcovepri.moe.edu.sg/,52 SUMANG WALK KNOWLEDGE PARK EDUCARE PTE LTD (PUNGGOL COVE PRIMARY SCHOOL) SINGAPORE 828674,828674,63857339,na,63857261,na,punggolcove_ps@moe.edu.sg,Nibong LRT Station,"382W, 84",MADAM SEAH WHYE CHOO,MR ANDREW CHONG WENYI,MADAM CAI XIRUI,MISS CHNG SHI HUA,na,na,na,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.41158455562454,103.89890448429
PUNGGOL GREEN PRIMARY SCHOOL,http://www.punggolgreenpri.moe.edu.sg,98 PUNGGOL WALK LEARNING LEAP PTE LTD (PUNGGOL GREEN PRIMARY SCHOOL) SINGAPORE 828772,828772,65383011,na,65383210,na,admin_punggolgreen_ps@moe.edu.sg,Punggol MRT Station,"117, 117M, 119, 381, 382G, 666",MR HANAFI B ASMORE,MRS TAY CHAI HONG,MR JASBIR SINGH,MADAM CHRISTINA TEE SIEW PING,na,na,na,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.40172590450528,103.898794262307
PUNGGOL PRIMARY SCHOOL,http://www.punggolpri.moe.edu.sg/,61 HOUGANG AVENUE 8 AFTERSCHOOL @ PUNGGOL PRIMARY SCHOOL SINGAPORE 538787,538787,63850762,na,63877793,na,PUNGGOL_PS@MOE.EDU.SG,"Hougang, Buangkok",62 74 88 113 147 325,MADAM NORLIZA BTE A RAHIM,MR GOH CHANG CHUEN,MADAM LIM HUI MEOW ANNIE,MISS USHA RANI HENRY,na,na,na,HOUGANG,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.37820062547641,103.894667159512
PUNGGOL SECONDARY SCHOOL,http://www.punggolsec.moe.edu.sg,51 EDGEFIELD PLAINS PUNGGOL SECONDARY SCHOOL SINGAPORE 828870,828870,64897851,na,64897859,na,PUNGGOL_SS@MOE.EDU.SG,"PUNGGOL MRT, COVE LRT","3, 34, 62, 82, 83, 85, 136, 965, 386",MS TNG YA WEN VALERIE,MR ANITH KUMAR S/O NADESAN,MADAM GOH YEONG JING,MR NG CHEE KIANG,na,na,na,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.40205738421399,103.909213706482
PUNGGOL VIEW PRIMARY SCHOOL,http://www.punggolviewpri.moe.edu.sg,9 PUNGGOL PLACE LITTLE PROFESSORS LEARNING CENTRE PTE LTD (PUNGGOL VIEW PRIMARY) SINGAPORE 828845,828845,6570 1588,na,6570 3680,na,punggolview_ps@moe.edu.sg,Punggol MRT Station,50; 382,MR WONG KIN MUN,MDM DE SOUZA SANDRA ANNE,MADAM SHARIFAH SAMIRAH BTE SYED MOHAMAD,MR CHONG WEE MING,na,na,na,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.40505250226058,103.905299026568
QIFA PRIMARY SCHOOL,http://www.qifapri.moe.edu.sg,50 WEST COAST AVENUE AMP-MERCU STUDENT CARE CENTRE @ QIFA PRIMARY SCHOOL SINGAPORE 128104,128104,67783085,na,67761485,na,QIFA_PS@MOE.EDU.SG,Clementi MRT Station,"30,51,78,143,285,655",MRS CATHERINE CHIANG,MADAM CHOO SIEW HONG,MADAM NORAINI BTE MANSOOR,na,na,na,na,CLEMENTI,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.3132658326807,103.756629101811
QIHUA PRIMARY SCHOOL,http://www.qihuapri.moe.edu.sg,5 WOODLANDS STREET 81 POWERLIFE STUDENT SERVICES @ QIHUA PRIMARY SCHOOL SINGAPORE 738525,738525,62696250,na,62693114,na,QIHUA_PS@MOE.EDU.SG,Woodlands MRT Station,"911, 900",MRS LEE HUI FENG,MR FOO CHUAN KAI,MISS NURUL SUHANA BINTE SULAIMAN,na,na,na,na,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.44203596557592,103.788339762066
QUEENSTOWN PRIMARY SCHOOL,http://www.queenstownpri.moe.edu.sg,310 MARGARET DRIVE QUEENSTOWN CAREHUT SINGAPORE 149303,149303,64741044,na,64713640,na,QTPS@MOE.EDU.SG,Queenstown MRT,"32, 111, 145, 195",MADAM LIM PEI LIN OLIVIA MRS OLIVIA CHEONG,MISS CHEW MAY,MR LOW KAY KIAT,na,na,na,na,QUEENSTOWN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.29552905587752,103.807648475656
QUEENSTOWN SECONDARY SCHOOL,http://www.queenstownsec.moe.edu.sg,1 STRATHMORE ROAD QUEENSTOWN SECONDARY SCHOOL SINGAPORE 148800,148800,64741055,na,64741295,na,QTSS@MOE.EDU.SG,"REDHILL MRT, QUEENSTOWN MRT","33, 51, 64, 111, 120, 139, 145, 186, 970",MR SIM HOW CHONG,MRS CHANG TECK HUI,MR TAN TAI HUAT,na,na,na,na,QUEENSTOWN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.29352126774652,103.813190980055
QUEENSWAY SECONDARY SCHOOL,http://www.queenswaysec.moe.edu.sg,2A MARGARET DRIVE QUEENSWAY SECONDARY SCHOOL SINGAPORE 149295,149295,64741421,na,64741302,na,QWSS@MOE.EDU.SG,"COMMONWEALTH MRT, QUEENSTOWN MRT","32, 51, 93, 100, 105, 111, 122, 123, 145, 147, 153, 186, 195, 196, 198, 855, 961, 970",MS CHEN LI YING AUDREY,MR TEO WEIHONG,MADAM V PRIYA RAJAN,na,na,na,na,QUEENSTOWN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.30022271592188,103.802207291625
RADIN MAS PRIMARY SCHOOL,http://www.radinmasps.moe.edu.sg,Not found,99840,62733937,na,62763083,na,RMPS@MOE.EDU.SG,Tiong Bahru MRT; HarbourFront MRT,"SBS 123, 123M, 131, 131M; SBS 65, 121, 195, 855",MADAM TAN SUN SUN,MADAM NG LI YI,MS GOH CHIU KENG,na,na,na,na,BUKIT MERAH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,,
RAFFLES GIRLS' PRIMARY SCHOOL,http://www.rafflesgirlspri.moe.edu.sg,21 HILLCREST ROAD KNOWLEDGE PARK EDUCARE (SC) PTE LTD (RAFFLES GIRLS) SINGAPORE 289072,289072,64684377,na,64692024,na,RGPS@MOE.EDU.SG,TAN KAH KEE MRT STATION,"66, 67, 74, 151, 154, 156, 157, 170, 171, 174, 852, 961",MADAM ELAINE QUEK-LIM HWEE BIN,MISS KONG SU MAY,MISS SUJATHA PARAMATHAYALAN,MR LOH YUH POR,na,na,na,BUKIT TIMAH,SOUTH,GOVERNMENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,Yes,No,CHINESE,MALAY,TAMIL,1.33004178068277,103.806397828938
RAFFLES GIRLS' SCHOOL (SECONDARY),http://www.rgs.edu.sg,2 BRADDELL RISE RAFFLES GIRLS' SCHOOL (SECONDARY) SINGAPORE 318871,318871,67371845,na,62353731,na,RGSS@MOE.EDU.SG,"BRADDELL MRT, CALDECOTT MRT","59, 93, 129, 156, 157, 163, 231, 232, 235",MADAM LIM HONG PENG,MS TAN HWEE MIAN MAY,MS YEO XIUTING VALERIE,MISS MAGDALENE SUEY,na,na,na,TOA PAYOH,SOUTH,INDEPENDENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY (S1-S4),No,No,Yes,Yes,CHINESE,MALAY,TAMIL,1.34217479932295,103.84313404727
RAFFLES INSTITUTION,http://www.ri.edu.sg,1 RAFFLES INSTITUTION LANE RAFFLES INSTITUTION (ADMINISTRATIVE CENTRE) SINGAPORE 575954,575954,64199242,na,64199238,na,RAFFLES_INST@MOE.EDU.SG,"BISHAN MRT, MARYMOUNT MRT","410,13,50,52,53,54,55,56,57,58,59,71,74,88,93,128,130,132,156,157,162,163,165,166,167,851,852,855,980","MR LOH HONG OON, AARON",MR ANG PENG SIONG BRIAN LAGMAN,MR EDWARD NG,MS MELISSA LIM AI LIN,MS NG MEI SZE,TAN MENG FONG DESMOND,MISS SEE PEI LOO,BISHAN,SOUTH,INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVEL (S1-JC2),No,No,Yes,Yes,CHINESE,MALAY,TAMIL,1.34629045013358,103.843620247231
RED SWASTIKA SCHOOL,http://www.redswastika.moe.edu.sg,350 BEDOK NORTH AVENUE 3 COMMIT LEARNING SCHOOLHOUSE @ RED SWASTIKA SCHOOL SINGAPORE 469719,469719,64430380,na,62448391,na,REDSWASTIKA@MOE.EDU.SG,Bedok Reservoir MRT,"Bus 14, 17, 28, 46, 66, 67, 69, 222, 228",MR LIM MENG WEI,MS ANGELA GOH BEE LIAN,MADAM ESTHER E TZY KWEI,MR TAN MENG KHIANG,na,na,na,BEDOK,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,CHINESE,na,na,1.33405659580859,103.934317528484
REGENT SECONDARY SCHOOL,http://regentsec.moe.edu.sg,50 CHOA CHU KANG NORTH 5 REGENT SECONDARY SCHOOL SINGAPORE 689621,689621,67653828,na,67653413,na,REGENT_SS@MOE.EDU.SG,"YEW TEE MRT, CHOA CHU KANG MRT","307, 160, 170, 178, 925, 927, 960, 961, 979",MADAM TAN SIEW HONG (MRS SNG),MISS NG TZE FANG,MR THANGARASU PUBALAN,na,na,na,na,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.39327908335682,103.751034411529
RIVER VALLEY HIGH SCHOOL,https://rivervalleyhigh.moe.edu.sg/,6 BOON LAY AVENUE SINGAPORE 649961,649961,65678115,na,65677351,na,RVHS@MOE.EDU.SG,"BOON LAY MRT, LAKESIDE MRT","99, 157, 172, 174, 174E, 198, 240, 502, 974",na,MS CHUA SHI QIAN,MR LAU WAI CHI ALVIN,MR NG HONG PENG,MR MICHAEL JOHN PETER LAU CHONG LUM,na,na,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVEL (S1-JC2),Yes,Yes,No,Yes,CHINESE,na,na,1.34459584223718,103.708190688947
RIVER VALLEY PRIMARY SCHOOL,http://www.rivervalleypri.moe.edu.sg,2 RIVER VALLEY GREEN AFTERSCHOOL @ RIVER VALLEY PRIMARY SCHOOL SINGAPORE 237993,237993,67371785,na,67321951,na,RVPS@MOE.EDU.SG,Somerset MRT,"5, 16, 32, 54, 65, 75, 175, 970",MRS JENNIFER PANG CHEE CHYN,MRS LOH SOK HIANG JACQUELINE,MADAM NUR RASHIDAH BTE ABDUL RASHID,na,na,na,na,CENTRAL,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.29418347842837,103.836018941571
RIVERSIDE PRIMARY SCHOOL,http://www.riversidepri.moe.edu.sg,110 WOODLANDS CRESCENT MERCU STUDENT CARE CENTRE @ RIVERSIDE PRIMARY SCHOOL SINGAPORE 737803,737803,63654490,na,63654460,na,riverside_ps@moe.edu.sg,Admiralty MRT Station,Bus No 913 and Bus No 964,MR TAN CHOON KHENG,MADAM KHOO PHAIK HOON REGINA,MRS RANUKA PALANIVELU,na,na,na,na,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.44700426493785,103.801889031334
RIVERSIDE SECONDARY SCHOOL,http://www.riversidesec.moe.edu.sg,3 WOODLANDS STREET 81 RIVERSIDE SECONDARY SCHOOL SINGAPORE 738524,738524,62699631,na,63683677,na,RIVERSIDE_SS@MOE.EDU.SG,WOODLANDS MRT,"169, 858, 900, 900A, 903, 904, 911, 913, 964, 965, 969",MISS THAM YOKE CHUN,MR CHAN KOK TUNG TOM,MISS HUI AI LIN,na,na,na,na,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.44110157139127,103.78830823641
UNITY PRIMARY SCHOOL,http://www.unitypri.moe.edu.sg,21 CHOA CHU KANG CRESCENT ALPHAJOY STUDENT CARE CENTRE SINGAPORE 688268,688268,67676750,na,67676751,na,UNITY_PS@MOE.EDU.SG,Yew Tee MRT,TIBs 302,MRS LEE-KOH SIEW CHENG,MR SYAMSUL ANWAR BIN AWANG,MRS JASMINE TAN RODRIGO,na,na,na,na,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.40278303219036,103.746801233973
RIVERVALE PRIMARY SCHOOL,http://www.rivervalepri.moe.edu.sg/,80 RIVERVALE DRIVE PRO-TEACH SCHOOLCARE (RIVERVALE) LLP SINGAPORE 545092,545092,63887450,na,63887449,na,RIVERVALE_PS@MOE.EDU.SG,Nearest LRT Station : Rumbia,"Bus Service 86, 371.",MISS RADHA D/O G SUBRAMANIAM,MRS GOH SIEW LING MARIA,MR CHIA SENG CHIANG AARON,na,na,na,na,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.39333506298213,103.904545253288
ROSYTH SCHOOL,https://www.rosyth.moe.edu.sg,21 SERANGOON NORTH AVENUE 4 KNOWLEDGE PARK EDUCARE (ROSYTH) PTE LTD SINGAPORE 555855,555855,64812273,na,64831102,na,ROSYTH_SCH@MOE.EDU.SG,"Ang Mo Kio, Serangoon","73, 315, 116",MR SURAJ NAIR S/O VENUGOPAL,MISS KWAN RUIYING KAREN,MADAM TAN LAY WAH,MR TAN BOON SENG,na,na,na,SERANGOON,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,Yes,No,CHINESE,MALAY,TAMIL,1.3728583654058,103.87477170399
RULANG PRIMARY SCHOOL,http://www.rulangpri.moe.edu.sg/,6 JURONG WEST STREET 52 RULANG PRIMARY SCHOOL SINGAPORE 649295,649295,65657771,na,65632382,na,RULANG_PS@MOE.EDU.SG,Lakeside,SBS 335,MS TRACY TAN I- LIAN,MR TAN JIAN ZHONG ADRIAN,MR TOH JIN TIAN,"MR TAN KOK LENG, STEVEN",na,na,na,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.34673868889096,103.718457955487
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",http://www.sst.edu.sg,"1 TECHNOLOGY DRIVE SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE SINGAPORE 138572",138572,65717200,na,68720856,na,contactus@sst.edu.sg,Dover,"14, 74, 105, 106, 147, 166, 185",MR CHAN CHOON LOONG,MR SZE GUAN KIAT,MR TAN BOON TIONG VINCENT,na,na,na,na,CLEMENTI,WEST,SPECIALISED INDEPENDENT SCHOOL,CO-ED SCHOOL,FULL DAY,SECONDARY (S1-S4),No,No,No,No,CHINESE,MALAY,TAMIL,1.31292810600277,103.774011529322
"SCHOOL OF THE ARTS, SINGAPORE",http://www.sota.edu.sg/,1 ZUBIR SAID DRIVE SCHOOL OF THE ARTS (SOTA) SINGAPORE 227968,227968,6338 9663,6342 5857,6338 9763,na,enquiries@sota.edu.sg,Dhoby Ghaut,"7, 14, 16, 36, 64, 65, 77, 106, 111, 124, 128, 131, 147, 162, 166, 167, 171, 174, 175, 190, 502, 518, 700, 857,",MADAM WONG YEE MIN MARY,MS KHOO MEI LING AMY,MR LIONG HUAI YU,MISS PAULINE ANN TAN POH LING,MADAM TAN PEI YIN,na,na,CENTRAL,SOUTH,SPECIALISED INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVEL (S1-JC2),No,No,No,No,CHINESE,MALAY,TAMIL,1.29936480411316,103.848687419363
SEMBAWANG PRIMARY SCHOOL,http://www.sembawangpri.moe.edu.sg,10 SEMBAWANG DRIVE MOE KINDERGARTEN @ SEMBAWANG SINGAPORE 757715,757715,67567330,na,67560367,na,SEMBAWANG_PS@MOE.EDU.SG,Sembawang MRT (6 to 8-minute walk),"656, 859, 859B, 962, 980",MR NG AIK BOON,MR SEE KOK KIONG,MISS TIFFANY CHONG,MR TAN THIAM SIONG,na,na,na,SEMBAWANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.4457453096024,103.821152676215
SEMBAWANG SECONDARY SCHOOL,http://www.sembawangsec.moe.edu.sg,30 SEMBAWANG CRESCENT SEMBAWANG SECONDARY SCHOOL SINGAPORE 757704,757704,67566760,na,67585380,na,SEMBAWANG_SS@MOE.EDU.SG,SEMBAWANG MRT,"859, 859A, 962",MADAM KOH HOON CHOO JESSIE,MR CHAN YING CHUNG,MR LEE YONG KIANG JUSTIN,na,na,na,na,SEMBAWANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.44531502131387,103.816843258118
SENG KANG PRIMARY SCHOOL,http://www.sengkangpri.moe.edu.sg/,21 COMPASSVALE WALK QSF - THE ENABLERS STUDENT CARE @ SENGKANG PRIMARY SINGAPORE 545166,545166,63840809,na,63840839,na,SKPS@MOE.EDU.SG,Sengkang MRT,"27, 80, 82, 83, 86, 87, 88, 89, 119, 156, 163, 371, 372 & 965",MRS LEE SIEW HONG,MR MOHAMED AZHAR BIN MOHAMED NOOR,MISS THIEN LI CHIN,na,na,na,na,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.38925044778224,103.899527879229
SENG KANG SECONDARY SCHOOL,http://www.sengkangsec.moe.edu.sg,10 COMPASSVALE LANE SENG KANG SECONDARY SCHOOL SINGAPORE 545090,545090,63887258,na,63887254,na,SKSS@MOE.EDU.SG,"SENGKANG MRT, RANGGUNG LRT","27, 80, 85, 86, 87, 89, 89E, 163, 163M, 372",MR N SIVARAJAN,"MR NG CHENG SONG, JEREMY",MR LAK YAU HUI,na,na,na,na,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.38659683143747,103.898365036709
